ReachID,SiteAction,HydroAction,Year,Watershed_Runoff_left,Watershed_Runoff_right,Hydrologic_Connection_left,Hydrologic_Connection_right,Streambank_Processes_left,Streambank_Processes_right,Energy_Nutrients_Sediment_left,Energy_Nutrients_Sediment_right,Riparian_Filtering_left,Riparian_Filtering_right,Lateral_Processes_left,Lateral_Processes_right,Longitudinal_Movement_Habitat_left,Longitudinal_Movement_Habitat_right,Plant_Community_left,Plant_Community_right,Canopy_Habitat_left,Canopy_Habitat_right,Understory_Habitat_left,Understory_Habitat_right,Floor_Habitat_left,Floor_Habitat_right,Stream_Habitat_left,Stream_Habitat_right,Riparian_Area_ac_left,Riparian_Area_ac_right,Peak_Discharge_cfs,W75_hr,W50_hr,Bank_Height_Ratio,Site_Velocity_ft_s,Reference_Velocity_ft_s,Reference_Area_ft2,Site_Area_ft2,Channel_Alteration,Channel_Stability_Evolution,Bank_Stability,Root_Depth_ft,Root_Density_per,Surface_Protection_per,Bank_Material,Bankfull_Mean_Depth_ft,Habitat_Available_Cover,Large_Wood,Velocity_Depth_Regime,Substrate_Deposition_Embeddedness,Aquatic_Organism_Passage,Material_Transport,Passage_Rate,Reach_Top_Width_ft,Reference_Top_Width_ft,Reach_Length_ft
17F2M,FWOP,None,0,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,None,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,None,10,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,None,50,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,Alternative1,None,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,13,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,None,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,None,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,15,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,None,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,15,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative2,None,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,0,0,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,10,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,None,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,11,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,None,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,15,12,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,None,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,16,13,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative3,None,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,15,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,None,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,16,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,None,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,17,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,None,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,17,18,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,FWOP,Pond1,0,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond1,10,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond1,50,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,Alternative1,Pond1,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,13,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond1,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,15,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond1,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,15,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative2,Pond1,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,0,0,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,10,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,11,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond1,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,15,12,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond1,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,16,13,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative3,Pond1,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,15,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,16,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond1,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,17,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond1,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,17,18,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,FWOP,Pond2,0,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond2,10,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,FWOP,Pond2,50,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,278.4,11.45,15.5,10,6.682309503,3.608021265,55.12605276,186.88,1,15,19,0.5,20,20,Sandy loam,1.65156391,1,1,1,1,1,17,0.3635,70.89,50,1739.71248
17F2M,Alternative1,Pond2,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,13,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond2,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,15,14,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative1,Pond2,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.080693297,1.080693297,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,15,17,18,17,17,0.3635,50,50,2000.669352
17F2M,Alternative2,Pond2,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,0,0,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,10,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,14,11,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond2,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,15,12,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative2,Pond2,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.389049587,0.389049587,278.4,11.45,15.5,10,5,3.608021265,55.12605276,100,14,16,19,2,80,80,Sandy loam,1.65156391,16,13,12,13,13,17,0.3635,50,50,1739.71248
17F2M,Alternative3,Pond2,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,0,0,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,15,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,14,16,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond2,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,16,17,18,18,18,17,0.3635,70.89,50,2000.669352
17F2M,Alternative3,Pond2,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,2.67231405,2.67231405,278.4,11.45,15.5,18,3.61,3.608021265,55.12605276,55.12605276,16,17,19,2,80,80,Sandy loam,1.65156391,17,18,18,18,18,17,0.3635,70.89,50,2000.669352
17D2E,FWOP,None,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,None,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,None,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,None,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,Alternative1,None,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,None,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,None,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,None,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,None,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,6.633146182,8.613189818,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,None,2,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,14,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,None,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,15,14,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,None,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,8.240125062,10.2201687,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,16,15,17,18,17,18,0.655457629,70,70,2156.26752
17D2E,Alternative3,None,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,10,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,None,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,11,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,None,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,Alternative3,None,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17D2E,FWOP,Pond1,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond1,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond1,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,FWOP,Pond1,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,6.633146182,8.613189818,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D2E,Alternative1,Pond1,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,6.633146182,8.613189818,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond1,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond1,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative1,Pond1,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10.87132341,10.17680322,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D2E,Alternative2,Pond1,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,6.633146182,8.613189818,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,176.05,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
